f si sl ac k2
43456 11.0 3.920094 6.919692 0.63322
43457 11.0 4.554454 6.940194 0.631819
43458 11.0 3.912547 7.061856 0.629462
43459 11.0 3.820841 7.021817 0.625942
43460 12.0 4.323963 7.087682 0.633121
43461 13.0 3.712351 6.896921 0.630124
43462 12.0 2.886058 7.173523 0.626761
43463 12.0 3.564028 7.007856 0.63161
43464 11.0 3.490999 7.308074 0.624897
43465 11.0 3.958509 7.479918 0.619345
43466 11.0 3.443502 7.413105 0.617261
43467 11.0 3.5205 7.428853 0.619456
43468 11.0 3.331829 7.471075 0.619751
43469 12.0 3.660056 7.370912 0.621339
43470 11.0 3.95473 7.398244 0.617613
43471 10.0 4.013424 7.442924 0.617365
43472 11.0 3.94588 7.291243 0.616322
43473 13.0 4.489715 7.319905 0.616297
43474 11.0 3.702863 7.567873 0.60892
43475 14.0 3.989138 7.422174 0.61192
43476 12.0 3.799528 7.223736 0.614742
43477 12.0 3.49371 7.36793 0.61139
43478 12.0 4.034173 7.033271 0.618718
43479 13.0 3.821678 7.22041 0.62031
43480 12.0 3.843302 7.203032 0.623163
43481 10.0 3.597373 7.166225 0.615572
43482 11.0 3.910949 7.25543 0.616616
43483 10.0 4.163303 7.221375 0.615953
43484 12.0 4.514781 6.93757 0.620287
43485 12.0 4.144321 7.1371 0.609741
43486 9.0 3.949246 7.011585 0.621936
43487 9.0 4.107997 6.95428 0.624145
43488 12.0 3.847004 7.254099 0.615603
43489 10.0 4.471121 7.335822 0.61424
43490 9.0 3.677795 7.365596 0.606884
43491 11.0 3.687833 7.316861 0.604278
43492 8.0 3.187558 7.342967 0.601884
43493 9.0 3.865287 7.471137 0.603823
43494 12.0 3.175398 7.765679 0.595306
43495 9.0 4.089772 7.408692 0.6056
43496 9.0 3.382045 7.375096 0.61258
43497 9.0 3.795763 7.24262 0.605134
43498 9.0 3.613459 7.5519 0.598745
43499 9.0 3.974937 7.630032 0.59279
43500 10.0 3.815163 7.557306 0.589312
43501 9.0 4.172182 7.585789 0.601783
43502 9.0 3.791859 7.611797 0.599285
43503 13.0 3.768546 7.633192 0.591531
43504 11.0 4.055403 7.656587 0.593089
43505 12.0 4.025345 7.46383 0.595023
43506 11.0 4.108854 7.549559 0.593546
43507 12.0 3.689256 7.391892 0.598639
43508 11.0 4.152031 7.385803 0.595015
43509 12.0 4.235868 7.484079 0.59208
43510 12.0 3.814235 7.280192 0.593218
43511 12.0 3.609547 7.415749 0.588203
43512 13.0 4.300098 7.419747 0.588412
43513 13.0 4.220122 7.346482 0.584093
43514 13.0 4.063614 7.372883 0.583764
43515 10.0 3.634499 7.59616 0.580534
43516 10.0 4.153944 7.44814 0.218943
43517 8.0 4.022734 7.693844 0.583955
43518 12.0 4.374841 7.86404 0.576412
43519 12.0 4.825518 7.719829 0.573012
43520 13.0 4.952832 7.743064 0.584695
43521 14.0 4.332783 7.821262 0.574304
43522 13.0 4.233381 7.9528 0.577916
43523 11.0 4.19487 7.635614 0.580396
43524 13.0 4.262472 7.603095 0.581153
43525 11.0 4.347904 7.637083 0.580224
43526 9.0 4.13351 7.118382 0.220667
43527 11.0 4.040383 7.932815 0.577888
43528 9.0 3.587637 7.813693 0.581182
43529 9.0 4.189165 7.398281 0.225937
43530 10.0 4.741675 7.947604 0.577862
43531 9.0 4.517822 7.413064 0.22419
43532 9.0 4.764613 7.479627 0.226308
43533 10.0 4.476318 7.338793 0.22627
43534 10.0 4.206493 8.020741 0.58656
43535 8.0 4.590322 7.278361 0.225828
43536 6.0 4.227741 7.398757 0.222642
43537 7.0 3.886861 8.168939 0.575201
43538 7.0 4.660598 8.346589 0.578651
43539 6.0 4.230758 8.202097 0.576802
43540 9.0 4.762065 7.457123 0.215798
43541 7.0 4.708138 7.980696 0.584318
43542 8.0 4.213155 7.894185 0.588728
43543 7.0 4.065666 7.981641 0.592632
43544 7.0 3.767098 7.952163 0.589458
43545 7.0 4.075433 8.068797 0.58421
43546 9.0 4.659597 8.175075 0.58852
43547 9.0 3.712112 8.29504 0.58033
43548 11.0 4.812108 8.119635 0.581184
43549 11.0 4.139197 7.462664 0.214112
43550 10.0 4.087759 7.579899 0.213324
43551 11.0 3.675472 7.822318 0.213597
43552 13.0 3.670753 7.467322 0.210748
43553 11.0 3.706964 7.765143 0.21494
43554 12.0 4.561101 7.482416 0.209323
43555 10.0 3.778787 7.628013 0.22025
43556 12.0 4.892527 7.622319 0.219223
43557 10.0 4.634689 7.610817 0.214531
43558 9.0 4.11597 8.038258 0.568782
43559 7.0 3.698657 7.951704 0.576451
43560 8.0 3.698265 7.858475 0.577299
43561 10.0 3.616894 7.441062 0.585072
43562 8.0 3.868964 7.257314 0.218063
43563 9.0 3.491919 7.757592 0.578968
43564 6.0 3.484467 7.361699 0.220544
43565 8.0 3.712917 7.696979 0.217303
43566 8.0 4.057941 7.531278 0.214703
43567 9.0 4.004211 7.563892 0.207933
43568 10.0 3.774567 7.485108 0.209518
43569 10.0 4.135865 7.570181 0.213377
43570 8.0 4.22831 7.407309 0.209955
43571 8.0 4.551615 7.49613 0.212897
43572 6.0 3.99107 7.384173 0.203417
43573 8.0 4.044001 7.834787 0.562399
43574 8.0 4.195764 7.38525 0.210709
43575 10.0 4.104888 7.841647 0.577995
43576 9.0 4.309384 7.916827 0.575379
43577 10.0 4.578102 7.999566 0.573785
43578 7.0 4.734069 8.08192 0.571181
43579 10.0 4.633395 7.842157 0.582438
43580 8.0 4.473956 7.955467 0.576898
43581 8.0 4.389055 7.427258 0.218023
43582 5.0 4.481995 7.833911 0.576816
43583 8.0 4.49089 7.891271 0.572969
43584 8.0 3.636357 8.020235 0.563542
43585 6.0 3.88821 7.50628 0.219776
43586 10.0 3.98422 7.427606 0.21998
43587 7.0 3.59708 7.333566 0.220501
43588 9.0 3.838507 7.461035 0.567404
43589 8.0 3.340406 7.293349 0.218146
43590 10.0 3.743054 7.318222 0.219792
43591 7.0 4.414132 7.522106 0.216584
43592 9.0 4.203606 7.391766 0.219937
43593 9.0 4.732776 7.388388 0.210822
43594 10.0 3.70711 7.605533 0.209903
43595 8.0 4.353484 7.868181 0.565936
43596 9.0 4.455885 7.748381 0.202588
43597 11.0 4.314746 7.578605 0.199497
43598 10.0 4.42423 7.628993 0.207701
43599 10.0 4.806432 7.913711 0.198638
43600 10.0 4.738521 7.984865 0.192095
43601 11.0 4.081054 8.042755 0.196239
43602 11.0 4.142051 8.097344 0.194055
43603 8.0 4.38593 7.972564 0.201389
43604 10.0 4.490513 7.893859 0.196422
43605 9.0 4.100161 7.91105 0.197495
43606 10.0 4.546446 7.943027 0.199
43607 11.0 4.068465 8.003593 0.198055
43608 12.0 3.85264 7.981508 0.193347
43609 11.0 3.944287 7.793529 0.19368
43610 9.0 4.209592 7.764835 0.204691
43611 10.0 4.13458 7.859466 0.200705
43612 8.0 4.424906 7.612082 0.19594
43613 8.0 4.562981 7.797561 0.198106
43614 8.0 4.465641 7.692541 0.198827
43615 9.0 4.12882 7.823218 0.191324
43616 9.0 4.161245 7.917195 0.198227
43617 6.0 4.407895 8.047037 0.202061
43618 11.0 4.582889 7.779017 0.20658
43619 8.0 3.699534 7.808761 0.207411
43620 7.0 3.539239 7.861819 0.211526
43621 8.0 3.717406 8.059638 0.200081
43622 9.0 3.973748 7.936101 0.21384
43623 9.0 4.211734 7.707449 0.212785
43624 11.0 4.286045 7.613846 0.211951
43625 8.0 3.80642 7.831727 0.207755
43626 8.0 4.287696 7.671765 0.210582
43627 8.0 3.595968 7.728716 0.211929
43628 8.0 4.19531 7.595341 0.212709
43629 8.0 4.361417 7.805795 0.214472
43630 9.0 4.696314 7.972475 0.212758
43631 10.0 4.320317 8.109365 0.208812
43632 10.0 4.824741 8.058031 0.209224
43633 10.0 4.615038 8.250453 0.201021
43634 8.0 4.602508 8.251999 0.193261
43635 11.0 4.209509 8.168381 0.197513
43636 9.0 4.30048 7.951361 0.203126
43637 8.0 4.410562 7.969627 0.21071
43638 8.0 3.991197 7.911286 0.204261
43639 9.0 4.739367 8.032223 0.215833
43640 10.0 4.507234 7.799598 0.221116
43641 9.0 4.650596 8.527327 0.566597
43642 7.0 4.509318 7.896857 0.217922
43643 6.0 4.107959 7.997207 0.210732
43644 9.0 3.868297 7.880672 0.212237
43645 7.0 4.676599 7.989053 0.197965
43646 8.0 4.954428 8.137897 0.205452
43647 8.0 4.776137 8.638927 0.556849
43648 10.0 5.246425 8.705835 0.553535
43649 6.0 3.967428 8.738487 0.550939
43650 6.0 4.623977 8.782719 0.550157
43651 8.0 4.298182 8.03344 0.203058
43652 6.0 3.885669 8.516735 0.54973
43653 8.0 4.05495 8.799366 0.548159
43654 7.0 4.121138 8.686931 0.544515
43655 5.0 4.076531 8.639617 0.551683
43656 8.0 4.572578 8.067644 0.204365
43657 7.0 3.969111 8.925997 0.549875
43658 8.0 4.395896 8.613819 0.558932
43659 7.0 4.35953 8.571618 0.557711
43660 9.0 4.449883 8.606551 0.553416
43661 9.0 4.47399 8.497751 0.55216
43662 10.0 4.822059 8.02975 0.212565
43663 8.0 4.692731 7.899368 0.20283
43664 6.0 3.940636 8.317771 0.562726
43665 8.0 4.08435 8.408849 0.560477
43666 6.0 3.790849 8.43372 0.558842
43667 7.0 4.657396 8.365861 0.563328
43668 7.0 4.381117 7.765765 0.208863
43669 7.0 4.121391 7.950749 0.200318
43670 7.0 3.791887 7.936187 0.204011
43671 6.0 4.551508 8.07699 0.209615
43672 7.0 3.613487 7.931263 0.210703
43673 7.0 4.419662 8.074127 0.207736
43674 7.0 4.06477 8.222309 0.205254
43675 10.0 4.775034 8.315534 0.199012
43676 7.0 4.342701 8.272182 0.195724
43677 8.0 4.504582 8.638778 0.195181
43678 8.0 4.794528 8.610276 0.187861
43679 7.0 4.627346 8.310704 0.191458
43680 9.0 4.782664 8.298191 0.193114
43681 9.0 4.119869 8.251506 0.19763
43682 8.0 4.146957 8.49485 0.191599
43683 8.0 3.935877 8.431866 0.197824
43684 10.0 4.248281 8.468908 0.197926
43685 8.0 4.47345 8.508791 0.189409
43686 6.0 4.122419 8.545853 0.186244
43687 7.0 4.661567 8.654497 0.189703
43688 6.0 5.026823 8.50254 0.187451
43689 6.0 5.067402 8.730611 0.189793
43690 9.0 5.169893 8.554673 0.186986
43691 8.0 4.66566 8.727373 0.186037
43692 6.0 4.185819 8.821263 0.183942
43693 5.0 4.466711 8.637979 0.184123
43694 7.0 4.844279 8.65897 0.183662
43695 9.0 5.042522 8.369171 0.188745
43696 8.0 4.225956 8.54572 0.183639
43697 6.0 4.977628 8.441236 0.181327
43698 7.0 4.492698 8.36425 0.189253
43699 5.0 4.752506 8.454658 0.188357
43700 5.0 4.877745 8.536368 0.186153
43701 10.0 4.546037 8.551422 0.181517
43702 9.0 4.994861 8.728285 0.17883
43703 8.0 4.097708 8.632825 0.177817
43704 9.0 4.412647 8.953303 0.17576
43705 5.0 4.015256 8.664444 0.182138
43706 8.0 4.252964 8.90014 0.177957
43707 7.0 5.063425 8.874383 0.178741
43708 7.0 4.769563 8.784327 0.176188
43709 8.0 4.525821 8.696701 0.177601
43710 7.0 4.223751 8.979017 0.178769
43711 7.0 4.732151 8.92001 0.179269
43712 7.0 4.83099 9.000151 0.180129
43713 5.0 4.570893 8.832972 0.190636
43714 7.0 4.573591 8.865367 0.18674
43715 7.0 4.435798 8.981749 0.18652
43716 9.0 3.758784 8.877146 0.179463
43717 8.0 4.499979 8.816484 0.179395
43718 11.0 4.301804 8.636849 0.175916
43719 6.0 4.619236 8.533977 0.179765
43720 6.0 4.423144 8.715252 0.178329
43721 7.0 4.450728 8.556222 0.17563
43722 6.0 4.152862 8.790504 0.183138
43723 7.0 4.982568 8.709207 0.183218
43724 7.0 5.071409 8.738818 0.188732
43725 7.0 4.74682 8.568182 0.19113
43726 8.0 4.443287 8.683238 0.192187
43727 6.0 4.997928 8.769919 0.188302
43728 5.0 4.772354 8.642655 0.194961
43729 6.0 3.883119 8.598597 0.187341
43730 7.0 4.149369 8.477982 0.191103
43731 6.0 3.968491 8.610665 0.190158
43732 5.0 4.988672 8.326924 0.186337
43733 7.0 4.546346 8.675929 0.1884
43734 5.0 4.760464 8.454337 0.183811
43735 6.0 5.370686 8.372124 0.185293
43736 4.0 5.058419 8.733735 0.186108
43737 4.0 4.485033 8.874391 0.186489
43738 4.0 4.415194 8.839397 0.190047
43739 6.0 4.889129 8.619224 0.184742
43740 6.0 5.081992 8.570422 0.178356
43741 6.0 4.43888 8.641501 0.180127
43742 7.0 4.391727 8.575555 0.180764
43743 5.0 4.306992 8.640965 0.17429
43744 6.0 4.77574 8.498482 0.170581
43745 5.0 4.024415 8.586692 0.173085
43746 5.0 4.350538 8.785664 0.175617
43747 7.0 4.684313 8.774465 0.173209
43748 9.0 4.577803 9.038718 0.170944
43749 8.0 4.807523 9.003384 0.175384
43750 7.0 4.352902 8.94882 0.16692
43751 5.0 4.129364 9.015457 0.16448
43752 6.0 4.257986 8.870548 0.166952
43753 7.0 3.875457 8.952331 0.167642
43754 7.0 4.21617 8.984905 0.163269
43755 7.0 4.171177 8.994406 0.16476
43756 7.0 4.687306 8.933188 0.172898
43757 6.0 4.95907 9.095468 0.172798
43758 8.0 4.331827 8.91032 0.166543
43759 6.0 4.79882 9.005268 0.168115
43760 5.0 4.834099 9.046573 0.164012
43761 9.0 4.840516 8.891914 0.170819
43762 6.0 4.62946 8.745089 0.169894
43763 6.0 4.707714 8.817962 0.165926
43764 6.0 4.095318 8.778105 0.174367
43765 6.0 4.426023 8.926537 0.17443
43766 5.0 4.714857 8.676886 0.174329
43767 6.0 4.691756 8.822805 0.165516
43768 8.0 5.325801 8.77045 0.173746
43769 5.0 4.521245 8.651728 0.176773
43770 8.0 4.269834 8.855401 0.176821
43771 7.0 4.542345 8.815525 0.177571
43772 8.0 4.314267 8.77183 0.178316
43773 8.0 4.416254 8.744047 0.174673
43774 5.0 4.265514 8.767113 0.177509
43775 6.0 3.959432 8.735564 0.178107
43776 5.0 4.575667 8.722367 0.184846
43777 6.0 4.5123 8.701877 0.18205
43778 8.0 4.766522 8.893317 0.179266
43779 7.0 3.827661 8.858001 0.184163
43780 5.0 4.783632 8.556813 0.19449
43781 8.0 4.263225 8.77679 0.185083
43782 11.0 4.290774 8.765169 0.180925
43783 8.0 4.793129 8.945574 0.17687
43784 6.0 3.461706 8.811497 0.179499
43785 6.0 3.632574 8.822931 0.17855
43786 5.0 4.111867 8.871207 0.170691
43787 7.0 4.631231 8.62609 0.172992
43788 6.0 4.029394 8.736662 0.173251
43789 7.0 4.296386 8.930407 0.165778
43790 7.0 4.145602 8.839477 0.164707
43791 8.0 4.152418 8.913654 0.168427
43792 7.0 4.610237 8.90636 0.171789
43793 7.0 3.824835 9.345731 0.165972
43794 6.0 3.938069 9.363935 0.16699
43795 5.0 4.257909 9.26772 0.166992
43796 6.0 4.434966 9.096639 0.169726
43797 9.0 3.777445 9.137155 0.168114
43798 8.0 4.299664 9.20909 0.170852
43799 8.0 4.469253 8.889114 0.171919
43800 7.0 5.156886 8.902868 0.173252
43801 8.0 4.395052 8.715766 0.173676
43802 7.0 4.008602 9.088936 0.182534
43803 8.0 4.12378 9.057934 0.171581
43804 5.0 4.26907 9.288458 0.170186
43805 6.0 4.854554 9.179379 0.173589
43806 6.0 3.72389 9.076873 0.171945
43807 5.0 4.434616 8.852655 0.171093
43808 5.0 4.432013 9.078747 0.176118
43809 7.0 4.299532 9.249448 0.174669
43810 8.0 4.525698 9.271013 0.17057
43811 6.0 4.219963 9.044692 0.16793
43812 8.0 3.889841 9.378377 0.171583
43813 7.0 4.649479 10.361647 0.4792
43814 9.0 4.330373 9.391047 0.168818
43815 7.0 3.927572 9.215145 0.163459
43816 6.0 4.829337 9.265371 0.165503
43817 5.0 4.249353 9.665722 0.170126
43818 7.0 4.969694 9.521978 0.16701
43819 5.0 4.949978 9.374191 0.168339
43820 7.0 5.03476 9.493207 0.157525
43821 7.0 4.395984 9.516483 0.157155
43822 5.0 3.791103 9.455916 0.167952
43823 6.0 4.023327 9.427794 0.161728
43824 5.0 4.631984 9.357561 0.161459
43825 4.0 4.638001 9.399763 0.158288
43826 6.0 4.459273 9.622899 0.162209
43827 6.0 3.896617 9.637729 0.163386
43828 5.0 3.510491 9.508354 0.160286
43829 8.0 4.219967 9.412815 0.160358
43830 7.0 4.57137 9.326743 0.159392
43831 7.0 4.463547 9.417455 0.157769
43832 6.0 4.00876 9.244964 0.163098
43833 7.0 4.713484 9.361845 0.15871
43834 5.0 5.164904 9.557178 0.158078
43835 5.0 5.011051 9.427802 0.158374
43836 7.0 4.272278 9.424384 0.1586
43837 8.0 4.599197 9.337284 0.157982
43838 7.0 4.505301 9.559556 0.155274
43839 7.0 4.571284 9.68898 0.161845
43840 5.0 4.801427 9.84061 0.161458
43841 5.0 5.281345 9.709431 0.162005
43842 7.0 4.688838 9.886858 0.160175
43843 9.0 4.788397 9.815963 0.159638
43844 9.0 5.141635 9.722159 0.163717
43845 6.0 4.890157 9.886929 0.159966
43846 8.0 4.489518 9.739034 0.156807
43847 9.0 4.103895 9.652486 0.160747
43848 7.0 4.031918 9.75973 0.160566
43849 6.0 4.524046 9.914722 0.160297
43850 7.0 5.19042 9.547345 0.159958
43851 8.0 4.730483 9.668738 0.161035
43852 6.0 4.680603 9.784664 0.160569
43853 6.0 5.144872 9.844493 0.154251
43854 6.0 4.976147 9.963333 0.15566
43855 6.0 4.285973 9.891557 0.161613
43856 10.0 4.606078 9.695308 0.16008
43857 4.0 4.222839 9.564612 0.158641
43858 9.0 4.741141 9.599508 0.162924
43859 5.0 4.903938 9.72247 0.155282
43860 8.0 4.7782 9.677287 0.160068
43861 5.0 4.627526 9.425739 0.151721
43862 6.0 4.245818 9.617512 0.157778
43863 6.0 4.073137 9.606294 0.157306
43864 5.0 4.203617 9.708079 0.15834
43865 7.0 4.609364 9.872772 0.153934
43866 6.0 5.16154 9.921871 0.166047
43867 7.0 4.467926 9.812415 0.162627
43868 6.0 4.233569 9.808806 0.155538
43869 8.0 5.124153 9.974896 0.16007
43870 7.0 4.885931 9.814401 0.156534
43871 7.0 5.105557 9.974107 0.155283
43872 7.0 5.143388 9.897725 0.155688
43873 7.0 5.82587 9.912421 0.153496
43874 8.0 5.566841 10.177168 0.159004
43875 6.0 4.444023 10.148483 0.156655
43876 9.0 6.070328 9.847352 0.157051
43877 7.0 4.719099 10.260143 0.155231
43878 5.0 5.150538 10.090835 0.155911
43879 7.0 4.63685 9.961629 0.158844
43880 7.0 5.01753 9.930732 0.156235
43881 7.0 4.381279 9.959469 0.154488
43882 6.0 4.440568 10.075228 0.151247
43883 5.0 4.659028 9.767878 0.157395
43884 7.0 4.604357 9.915086 0.15565
43885 8.0 4.850501 9.704359 0.161284
43886 7.0 4.321955 9.744793 0.153622
43887 8.0 3.975097 9.869703 0.156787
43888 10.0 4.030957 9.702567 0.164112
43889 7.0 4.739976 9.57976 0.166933
43890 9.0 5.059419 9.737845 0.165461
43891 7.0 4.442278 9.634751 0.166475
43892 6.0 4.385611 9.717864 0.159513
43893 8.0 4.685096 9.807537 0.157635
43894 5.0 4.284658 9.658436 0.161536
43895 7.0 4.526925 9.503074 0.161114
43896 7.0 4.057544 9.399276 0.156585
43897 6.0 3.423835 9.383577 0.161201
43898 6.0 4.820913 9.433715 0.164086
43899 7.0 4.968124 9.403763 0.167796
43900 7.0 5.110781 9.403099 0.167063
43901 7.0 4.843071 9.424207 0.171731
43902 8.0 4.439979 9.184662 0.170469
43903 9.0 4.191653 9.39555 0.170342
43904 8.0 5.342878 9.533595 0.164594
43905 9.0 4.453724 9.20047 0.166008
43906 8.0 4.68599 9.011657 0.171157
43907 9.0 4.56125 9.186087 0.166579
43908 8.0 5.233726 9.337745 0.169167
43909 6.0 4.108936 9.324101 0.169507
43910 8.0 4.585245 9.268802 0.166687
43911 9.0 4.417893 9.267128 0.16504
43912 6.0 4.251199 9.393283 0.160759
43913 6.0 4.378517 9.41129 0.155235
43914 6.0 4.35329 9.244345 0.166963
43915 6.0 4.402936 9.068426 0.162136
43916 6.0 3.950391 9.161708 0.15784
43917 7.0 4.614549 9.139004 0.165431
43918 9.0 4.703143 9.380938 0.159115
43919 7.0 4.832248 9.136416 0.163157
43920 8.0 4.89723 9.25034 0.168899
43921 10.0 4.980988 9.147382 0.171528
43922 11.0 4.603443 9.319996 0.164571
43923 8.0 4.105876 9.208455 0.165578
43924 7.0 4.061624 9.178199 0.159517
43925 7.0 4.531884 9.198394 0.157925
43926 7.0 3.640783 9.456131 0.162137
43927 5.0 3.865832 9.109376 0.16173
43928 6.0 4.213879 9.154268 0.165068
43929 9.0 4.24536 9.288005 0.162969
43930 9.0 3.611076 9.307129 0.162014
43931 8.0 4.384275 9.294952 0.163207
43932 5.0 3.75834 9.164903 0.160053
43933 6.0 4.090916 9.044319 0.16265
43934 7.0 3.743882 9.110477 0.166736
43935 5.0 3.73985 9.260467 0.168844
43936 5.0 3.8363 9.264628 0.165903
43937 6.0 4.274564 9.366204 0.162847
43938 8.0 4.661232 9.184916 0.170664
43939 4.0 4.327713 9.157889 0.166022
43940 6.0 4.183699 9.183844 0.17284
43941 7.0 4.016843 9.158503 0.164672
43942 5.0 3.856517 9.222151 0.158653
43943 5.0 4.331594 9.261035 0.165305
43944 7.0 3.603098 9.418618 0.163299
43945 7.0 4.741318 9.242557 0.165903
43946 6.0 4.283295 9.339907 0.162211
43947 5.0 4.462068 9.333093 0.160661
43948 8.0 4.972465 9.386971 0.160853
43949 6.0 4.469694 9.276662 0.164151
43950 7.0 4.694281 9.379914 0.155454
43951 7.0 3.980033 9.392474 0.161857
43952 8.0 4.528157 9.517527 0.161337
43953 8.0 3.812248 9.310719 0.155458
43954 8.0 4.380798 9.447808 0.163894
43955 9.0 4.835219 9.487494 0.166165
43956 7.0 4.433461 9.409043 0.164639
43957 7.0 3.885206 9.41336 0.162211
43958 7.0 4.735018 9.204135 0.162078
43959 7.0 3.53853 9.436415 0.164138
43960 7.0 4.626185 9.37309 0.17297
43961 7.0 4.82499 9.435443 0.16953
43962 6.0 4.683802 9.117698 0.163057
43963 8.0 4.549786 9.236349 0.165027
43964 6.0 3.758913 9.393608 0.167201
43965 6.0 4.994693 9.373116 0.166032
43966 6.0 4.189662 9.393618 0.169431
43967 6.0 4.71365 9.334923 0.172616
43968 8.0 4.737405 9.557745 0.172174
43969 5.0 4.910028 9.161839 0.175058
43970 6.0 4.855566 9.413107 0.174995
43971 8.0 5.150158 9.315701 0.17879
43972 7.0 4.204835 8.952485 0.171949
43973 7.0 4.853472 9.005361 0.171172
43974 7.0 4.874105 9.192676 0.1747
43975 6.0 5.043496 8.976135 0.170556
43976 6.0 4.708235 9.110927 0.172856
43977 7.0 4.615637 9.019119 0.175861
43978 6.0 4.699402 8.887254 0.172013
43979 5.0 4.671284 8.988022 0.175199
43980 8.0 3.820112 9.126678 0.172441
43981 7.0 4.016582 9.130813 0.169169
43982 6.0 4.044202 9.186021 0.16348
43983 7.0 4.775461 9.074175 0.16726
43984 8.0 4.572737 8.962572 0.171684
43985 6.0 4.220562 9.332944 0.167758
43986 5.0 4.208198 9.359571 0.167834
43987 5.0 4.120083 9.104873 0.172498
43988 10.0 4.782955 9.116833 0.174266
43989 5.0 4.457357 9.228395 0.170478
43990 4.0 3.721288 9.169117 0.165345
43991 6.0 4.500053 9.277831 0.172326
43992 6.0 3.931332 9.34965 0.170803
43993 5.0 4.465592 9.288537 0.171015
43994 8.0 4.084784 9.419217 0.174689
43995 6.0 4.74962 9.433111 0.172044
43996 5.0 4.547978 9.525762 0.164995
43997 7.0 5.087526 9.493851 0.16943
43998 7.0 4.823591 9.520741 0.164614
43999 7.0 4.404634 9.626273 0.163873
44000 8.0 4.146115 9.644252 0.162996
44001 4.0 3.985422 9.453931 0.165334
44002 7.0 4.057699 9.382067 0.161642
44003 6.0 3.910687 9.41287 0.165615
44004 8.0 3.840202 9.510808 0.168087
44005 5.0 3.896398 9.458082 0.166104
44006 6.0 3.405044 9.428055 0.171496
44007 6.0 4.441926 9.430354 0.167039
44008 5.0 3.770132 9.349595 0.167841
44009 4.0 4.521524 9.129345 0.172294
44010 6.0 4.142914 9.014499 0.175649
44011 10.0 4.337555 8.996888 0.182047
44012 7.0 3.736051 9.170019 0.172568
44013 5.0 3.72871 8.971264 0.182978
44014 5.0 4.632126 8.967601 0.171317
44015 6.0 4.445991 9.313878 0.171804
44016 7.0 4.468402 9.384645 0.168649
44017 6.0 4.539215 9.417253 0.170258
44018 6.0 4.089778 9.497055 0.172814
44019 4.0 4.703719 9.549006 0.169799
44020 4.0 4.995318 9.321 0.177097
44021 6.0 4.5194 9.44321 0.177029
44022 5.0 4.391145 9.372222 0.176049
44023 5.0 4.436413 9.25516 0.181091
44024 6.0 4.087627 9.355791 0.179423
44025 6.0 4.760387 9.235007 0.17749
44026 7.0 4.743697 9.248834 0.170841
44027 9.0 3.928186 9.075171 0.180959
44028 8.0 5.041615 9.201943 0.170014
44029 8.0 4.156886 9.113651 0.170142
44030 8.0 5.052014 9.072137 0.1765
44031 10.0 4.07305 9.229333 0.186407
44032 9.0 4.430658 9.010249 0.188297
44033 8.0 4.250545 9.169245 0.192478
44034 7.0 4.610393 9.08451 0.187898
44035 6.0 4.18977 9.040673 0.188202
44036 4.0 4.608712 9.018181 0.184833
44037 6.0 4.525146 8.950659 0.180801
44038 7.0 4.189406 8.975761 0.193823
44039 7.0 4.531825 8.755333 0.193529
44040 6.0 4.724835 8.574551 0.195717
44041 6.0 3.925435 8.305823 0.193211
44042 6.0 4.503109 8.539033 0.20701
44043 6.0 4.260445 8.328338 0.20714
44044 6.0 4.40201 9.067581 0.555035
44045 6.0 4.088553 9.148926 0.553153
44046 5.0 3.61821 8.507018 0.207484
44047 6.0 4.221635 9.082799 0.552941
44048 6.0 3.849659 8.84928 0.555776
44049 7.0 3.604352 8.6842 0.206403
44050 5.0 4.877118 9.28374 0.547019
44051 5.0 4.329801 8.543694 0.19702
44052 5.0 3.72492 8.504045 0.196056
44053 8.0 4.150908 8.663359 0.198724
44054 9.0 4.107768 8.632741 0.200865
44055 8.0 4.012785 8.53627 0.202377
44056 11.0 3.505126 8.531104 0.204164
44057 9.0 3.296936 8.875225 0.200637
44058 8.0 4.048703 8.909991 0.206353
44059 8.0 3.587609 8.894456 0.20099
44060 8.0 4.095299 8.905044 0.190152
44061 9.0 3.900368 8.882315 0.199656
44062 6.0 4.78192 9.027583 0.197029
44063 6.0 4.486712 8.765134 0.190191
44064 7.0 4.634698 8.803269 0.194928
44065 5.0 3.870277 8.854585 0.196898
44066 6.0 4.221174 8.897035 0.189339
44067 6.0 4.671197 8.999024 0.188352
44068 8.0 4.571492 8.985027 0.185275
44069 9.0 4.131212 8.864889 0.195276
44070 5.0 4.251936 8.777127 0.193483
44071 6.0 3.831165 8.585342 0.197845
44072 6.0 3.672879 8.615692 0.202792
44073 6.0 4.008255 8.674541 0.199436
44074 6.0 4.606632 8.517962 0.194613
44075 5.0 3.849911 8.595356 0.197378
44076 8.0 4.1702 8.361478 0.196618
44077 8.0 3.613679 8.382427 0.206281
44078 6.0 4.369088 8.279192 0.207048
44079 5.0 3.841034 9.118143 0.544499
44080 5.0 4.008457 8.325359 0.199492
44081 9.0 4.114991 8.445991 0.208258
44082 8.0 4.204275 8.391259 0.203351
44083 7.0 4.363256 8.908151 0.555736
44084 5.0 4.409672 8.934626 0.559751
44085 8.0 5.152185 8.424084 0.209289
44086 5.0 4.108999 8.925937 0.550196
44087 6.0 4.359934 9.082429 0.549292
44088 5.0 4.579752 8.368816 0.199631
44089 8.0 4.93563 8.425782 0.208224
44090 7.0 4.910856 8.405296 0.207847
44091 5.0 4.664168 8.210354 0.209255
