f si sl ac k2
2048 13.0 2.719273 6.953886 0.724537
2049 12.0 3.526626 6.734324 0.72901
2050 8.0 3.294755 6.930184 0.728307
2051 10.0 3.353891 6.844403 0.729802
2052 9.0 2.722133 6.877703 0.72789
2053 8.0 3.060951 7.004544 0.727511
2054 9.0 3.371516 6.920724 0.730287
2055 7.0 2.977525 6.717074 0.732143
2056 11.0 3.181208 6.61949 0.730857
2057 8.0 3.537958 6.626481 0.734328
2058 11.0 3.435196 6.407903 0.734241
2059 9.0 2.950889 6.265125 0.734533
2060 12.0 3.804713 6.580786 0.735138
2061 10.0 3.109699 6.471565 0.732237
2062 9.0 3.0978 6.431311 0.732384
2063 8.0 3.271674 6.884116 0.734034
2064 8.0 4.383967 6.586181 0.733321
2065 10.0 2.872737 6.46383 0.740193
2066 12.0 3.701941 7.047879 0.738037
2067 9.0 3.203755 7.079545 0.730939
2068 10.0 3.144707 6.950342 0.730924
2069 7.0 3.357307 7.036461 0.730743
2070 9.0 3.789921 6.967765 0.732902
2071 10.0 3.424548 6.76881 0.73078
2072 9.0 3.509661 6.855693 0.731246
2073 8.0 3.378289 6.67863 0.732219
2074 9.0 3.350285 6.618513 0.728539
2075 8.0 3.236966 6.776069 0.730383
2076 12.0 3.251455 6.875426 0.727368
2077 10.0 3.524043 6.709983 0.733469
2078 9.0 3.027925 6.889382 0.728232
2079 8.0 2.806719 7.224767 0.732217
2080 9.0 3.539627 7.164175 0.729835
2081 9.0 3.67511 7.340499 0.731467
2082 10.0 3.69048 7.37602 0.727389
2083 11.0 2.57431 7.349456 0.731732
2084 8.0 3.266242 7.108961 0.736255
2085 11.0 3.314291 7.398118 0.736707
2086 9.0 2.98229 7.174529 0.735906
2087 9.0 3.322914 7.233655 0.736287
2088 8.0 2.982167 7.217699 0.733347
2089 8.0 3.524683 7.444958 0.729708
2090 8.0 3.284395 7.392207 0.729699
2091 8.0 3.132014 7.475152 0.726135
2092 8.0 3.329645 7.537197 0.724016
2093 11.0 3.085782 7.472719 0.729331
2094 9.0 2.893781 7.456637 0.734163
2095 7.0 3.216744 7.70053 0.731778
2096 10.0 3.061246 7.611095 0.726655
2097 7.0 3.209342 7.460525 0.732958
2098 8.0 3.480976 7.45599 0.735363
2099 8.0 3.55884 7.353004 0.733584
2100 10.0 2.991836 7.41699 0.734592
2101 11.0 3.145194 7.158711 0.73508
2102 10.0 3.452738 7.345325 0.742173
2103 9.0 3.780225 7.149375 0.734131
2104 8.0 3.221353 7.001033 0.74089
2105 8.0 3.563282 6.948222 0.74337
2106 9.0 3.816656 7.498971 0.735235
2107 7.0 3.517574 7.213828 0.736576
2108 12.0 3.602274 7.009448 0.739707
2109 10.0 2.748053 6.75818 0.739033
2110 10.0 3.294344 6.863309 0.736497
2111 8.0 3.655473 6.782977 0.735876
2112 9.0 3.38827 6.586565 0.741717
2113 9.0 2.745994 6.840671 0.733679
2114 8.0 3.003573 7.185418 0.736544
2115 9.0 2.623054 7.13162 0.735702
2116 10.0 3.70543 6.802533 0.736033
2117 9.0 4.062521 6.838775 0.742299
2118 9.0 3.865597 6.720185 0.743634
2119 7.0 3.688789 6.348619 0.742088
2120 10.0 3.922984 6.444368 0.744005
2121 9.0 3.362401 6.642422 0.736076
2122 10.0 3.371881 6.496836 0.739033
2123 8.0 3.486327 6.406198 0.741167
2124 8.0 4.018751 6.496704 0.742328
2125 8.0 3.917502 6.487002 0.732749
2126 10.0 4.100266 6.760329 0.733998
2127 7.0 3.429926 6.96311 0.729736
2128 10.0 4.020407 6.841112 0.733396
2129 11.0 3.992167 6.555625 0.730632
2130 7.0 3.859856 6.95983 0.733891
2131 9.0 3.404169 6.795972 0.732295
2132 7.0 4.122882 6.711012 0.73304
2133 7.0 4.312214 7.019931 0.728002
2134 10.0 4.000519 6.955135 0.731304
2135 7.0 3.616367 6.912324 0.728749
2136 7.0 3.468541 6.907939 0.731376
2137 7.0 3.332213 6.965957 0.729993
2138 9.0 3.642853 7.166529 0.726991
2139 9.0 3.539908 7.504395 0.726546
2140 9.0 4.224643 7.541692 0.725041
2141 12.0 3.553338 7.691709 0.726093
2142 10.0 3.667545 7.653399 0.723499
2143 10.0 3.537154 7.678484 0.718886
2144 11.0 3.885048 7.481131 0.728553
2145 10.0 4.173085 7.455113 0.724493
2146 12.0 3.338154 7.206399 0.722696
2147 10.0 3.961286 7.335263 0.72481
2148 8.0 3.586999 7.170215 0.72665
2149 11.0 4.304153 7.446099 0.725082
2150 10.0 3.416251 7.570741 0.718892
2151 12.0 3.34658 7.767524 0.723363
2152 12.0 3.970863 7.597031 0.723865
2153 12.0 3.800008 7.858075 0.718932
2154 10.0 3.387075 7.680908 0.721792
2155 8.0 3.720487 7.658403 0.721458
2156 7.0 3.304523 7.706913 0.719195
2157 10.0 4.171715 7.964041 0.714869
2158 9.0 3.562661 7.675056 0.719001
2159 7.0 3.262292 7.657058 0.719048
2160 11.0 3.783037 7.561534 0.722997
2161 12.0 4.128448 7.759593 0.725919
2162 10.0 3.892042 8.011382 0.726557
2163 10.0 4.368796 7.870277 0.726727
2164 11.0 3.309221 7.511761 0.727236
2165 10.0 3.411972 7.608544 0.728339
2166 14.0 3.523299 7.557177 0.728853
2167 11.0 3.848058 7.531174 0.7252
2168 7.0 3.332857 7.592924 0.71723
2169 8.0 3.740037 7.654714 0.717849
2170 7.0 3.921761 7.472212 0.715859
2171 7.0 3.650796 7.731815 0.714813
2172 9.0 4.224793 7.969522 0.713767
2173 11.0 3.595554 7.866892 0.717905
2174 8.0 4.065798 7.958422 0.71823
2175 7.0 3.256744 7.818743 0.716516
2176 7.0 2.870929 7.52431 0.712243
2177 9.0 3.629489 7.561446 0.7172
2178 12.0 3.099946 7.611611 0.716143
2179 8.0 2.769178 7.60094 0.722201
2180 8.0 3.068109 7.480229 0.727549
2181 5.0 3.030714 7.738854 0.722104
2182 7.0 3.252439 7.333522 0.721085
2183 5.0 4.030263 7.561822 0.718661
2184 7.0 2.830468 7.600766 0.723038
2185 6.0 3.032408 7.384198 0.720609
2186 8.0 3.625829 7.456502 0.724259
2187 8.0 3.258971 7.376531 0.718838
2188 9.0 2.962097 7.607056 0.725167
2189 6.0 3.96543 7.335347 0.729723
2190 8.0 3.303215 7.468214 0.727917
2191 10.0 2.520073 7.365705 0.725484
2192 10.0 2.445092 7.45381 0.72445
2193 12.0 2.847351 7.333572 0.726904
2194 10.0 2.693625 7.516366 0.732311
2195 9.0 3.376647 7.534612 0.730527
2196 8.0 3.664495 7.447504 0.732725
2197 10.0 3.326715 7.383884 0.729938
2198 10.0 3.285984 7.378111 0.732838
2199 11.0 3.752991 7.639507 0.730291
2200 7.0 3.310768 7.523479 0.733335
2201 10.0 3.430467 7.720349 0.731661
2202 8.0 2.991777 7.12263 0.734885
2203 7.0 3.34666 7.177757 0.732293
2204 6.0 3.428605 7.171845 0.730928
2205 8.0 3.684428 7.155636 0.73204
2206 7.0 3.573033 7.473295 0.730412
2207 11.0 3.284188 7.267238 0.729837
2208 9.0 3.38286 7.392465 0.722341
2209 10.0 3.450654 7.350834 0.722585
2210 9.0 3.230041 7.533389 0.720902
2211 12.0 2.869882 7.454791 0.724895
2212 9.0 2.999897 7.532265 0.724835
2213 7.0 3.024546 7.443572 0.725779
2214 7.0 3.273353 7.183159 0.726894
2215 10.0 2.455143 7.330783 0.717243
2216 8.0 3.414236 7.11173 0.724564
2217 8.0 3.128627 7.057908 0.720311
2218 9.0 2.855948 7.021251 0.721163
2219 9.0 3.525625 6.95323 0.722675
2220 9.0 2.790458 6.971382 0.717667
2221 10.0 3.611908 7.25776 0.720502
2222 9.0 3.00524 6.823114 0.721171
2223 11.0 3.303553 6.884311 0.720642
2224 10.0 2.532272 7.181597 0.721572
2225 9.0 3.479321 7.054726 0.723776
2226 11.0 3.452736 6.896053 0.72055
2227 9.0 3.529785 7.034859 0.721263
2228 9.0 3.544977 6.72024 0.722537
2229 10.0 3.612542 6.855445 0.728694
2230 9.0 3.336851 6.684517 0.729613
2231 10.0 3.016223 6.636159 0.723089
2232 10.0 3.567686 6.688067 0.726026
2233 8.0 3.421701 6.453432 0.727299
2234 6.0 3.611838 6.387131 0.736887
2235 8.0 3.057004 6.343509 0.729879
2236 8.0 4.019504 6.394846 0.7284
2237 7.0 3.576178 6.501864 0.730682
2238 10.0 3.49817 6.131954 0.732933
2239 8.0 3.394102 6.388061 0.727276
2240 9.0 2.897392 6.655609 0.726527
2241 9.0 4.15581 6.631825 0.724756
2242 6.0 3.217 6.668736 0.721612
2243 7.0 3.173928 6.73876 0.723004
2244 9.0 4.107373 6.970044 0.72006
2245 7.0 3.923589 6.756574 0.725274
2246 6.0 3.467672 6.80614 0.717993
2247 7.0 3.976326 7.010232 0.712632
2248 8.0 3.348355 6.864527 0.717928
2249 9.0 3.54699 6.687549 0.717039
2250 8.0 3.523085 6.822725 0.716352
2251 8.0 3.342551 6.99021 0.714647
2252 8.0 3.328043 6.545724 0.720929
2253 8.0 3.133491 6.668822 0.717353
2254 9.0 2.249933 6.475821 0.720864
2255 7.0 3.125204 6.568308 0.721269
2256 5.0 3.017105 6.197708 0.721286
2257 8.0 3.330233 6.229235 0.714779
2258 6.0 2.797716 6.029144 0.714101
2259 10.0 3.818473 5.969747 0.715476
2260 8.0 3.879069 6.020645 0.721256
2261 5.0 3.522049 5.648379 0.712982
2262 6.0 3.501897 5.985443 0.714088
2263 7.0 3.18707 5.809901 0.711679
2264 3.0 3.528031 5.885583 0.714247
2265 4.0 3.261606 5.515646 0.711056
2266 5.0 3.630727 5.99865 0.707492
2267 5.0 3.380058 6.190722 0.714939
2268 7.0 3.716921 5.873165 0.714723
2269 7.0 3.107267 6.191368 0.713039
2270 9.0 2.477329 5.939058 0.710286
2271 5.0 3.028917 6.128378 0.710297
2272 7.0 3.760409 6.320447 0.710158
2273 6.0 3.358855 5.683835 0.707516
2274 6.0 4.194657 5.7575 0.710005
2275 7.0 3.308468 5.934643 0.712849
2276 7.0 3.517172 5.799881 0.704738
2277 8.0 3.174449 5.683585 0.711369
2278 8.0 3.231133 5.506265 0.707543
2279 7.0 3.193575 6.041243 0.709634
2280 10.0 3.205806 6.113258 0.703583
2281 9.0 2.657946 6.130223 0.704343
2282 7.0 3.004616 6.377871 0.705438
2283 5.0 3.001743 6.076167 0.702307
2284 8.0 3.574504 5.972201 0.703593
2285 6.0 3.089931 5.81598 0.701311
2286 7.0 2.872325 6.047441 0.703891
2287 4.0 3.060692 5.961921 0.693976
2288 5.0 2.949176 5.755533 0.697793
2289 6.0 3.574548 5.779571 0.700172
2290 4.0 2.439937 5.872102 0.703507
2291 5.0 2.409294 5.812006 0.707871
2292 7.0 2.345711 5.944918 0.707036
2293 7.0 3.495798 6.273631 0.706169
2294 6.0 3.460714 5.952402 0.707002
2295 5.0 2.723151 5.980193 0.706925
2296 8.0 2.467779 6.019236 0.708795
2297 6.0 2.884197 5.800164 0.70442
2298 5.0 2.896978 6.228146 0.705956
2299 7.0 2.976444 6.234921 0.706738
2300 7.0 2.573395 6.170206 0.708263
2301 3.0 2.30922 6.276048 0.711302
2302 7.0 3.032352 6.023997 0.705642
2303 6.0 2.959723 5.946034 0.707529
2304 7.0 2.583163 5.661186 0.709966
2305 8.0 2.600608 5.811459 0.699264
2306 10.0 2.778205 5.651442 0.703049
2307 7.0 2.411515 5.562008 0.705161
2308 7.0 3.685082 5.141858 0.706957
2309 6.0 3.187966 5.058201 0.709691
2310 6.0 3.220474 4.969992 0.70896
2311 6.0 3.11336 5.029589 0.709466
2312 7.0 3.27232 5.121173 0.707456
2313 6.0 3.036029 5.331315 0.713533
2314 7.0 3.043808 5.194448 0.711921
2315 6.0 2.896194 5.288887 0.717977
2316 6.0 2.325845 5.21741 0.709408
2317 5.0 2.888867 5.051135 0.710329
2318 7.0 2.494748 4.901066 0.709942
2319 5.0 3.154646 5.346564 0.711658
2320 6.0 3.117237 5.334349 0.708708
2321 5.0 2.912454 5.57111 0.710226
2322 5.0 2.72223 5.654381 0.70962
2323 5.0 2.638312 5.205809 0.714462
2324 5.0 3.109558 5.358894 0.715105
2325 4.0 3.043356 4.863686 0.717984
2326 4.0 2.751703 5.125241 0.722274
2327 4.0 3.210771 5.405755 0.726269
2328 5.0 3.159711 5.583714 0.722349
2329 7.0 3.287977 5.435764 0.717911
2330 5.0 3.721462 5.513549 0.726062
2331 5.0 3.359806 5.281287 0.722571
2332 5.0 2.851679 5.54944 0.723969
2333 6.0 3.248412 5.696713 0.725351
2334 5.0 2.917249 5.899637 0.721313
2335 8.0 3.624954 5.491468 0.721563
2336 2.0 2.51318 5.282699 0.721506
2337 5.0 2.782497 5.541856 0.724108
2338 2.0 2.971938 5.384522 0.726539
2339 5.0 2.591504 5.258119 0.727511
2340 4.0 2.771032 5.305406 0.726621
2341 5.0 2.557803 5.248127 0.72614
2342 6.0 3.709248 5.34586 0.729887
2343 5.0 2.935212 5.73744 0.726943
2344 2.0 3.044928 5.972819 0.722053
2345 5.0 3.209095 5.980873 0.724488
2346 5.0 2.588014 5.805826 0.727293
2347 6.0 3.169128 5.932292 0.720382
2348 2.0 2.584779 6.199404 0.722256
2349 4.0 2.233608 6.005877 0.722976
2350 6.0 3.081903 6.111026 0.721811
2351 3.0 2.430364 5.903366 0.727976
2352 4.0 2.555542 6.114945 0.724527
2353 6.0 3.171502 6.533473 0.720752
2354 3.0 3.262753 6.415164 0.723207
2355 6.0 2.470326 5.968801 0.727022
2356 5.0 2.561437 5.980322 0.724278
2357 6.0 2.336855 5.971124 0.727067
2358 6.0 2.587509 6.161834 0.726304
2359 5.0 2.115422 5.985139 0.724138
2360 6.0 2.771227 6.160113 0.7263
2361 5.0 2.862325 6.298422 0.719697
2362 6.0 3.146448 6.256685 0.726406
2363 6.0 3.121831 6.220883 0.724766
2364 4.0 2.685644 6.069596 0.727756
2365 5.0 3.556319 6.113256 0.725181
2366 6.0 3.067068 6.222129 0.723031
2367 5.0 2.489683 6.269854 0.724331
2368 5.0 2.561541 6.035897 0.727168
2369 4.0 3.064971 6.03673 0.726329
2370 7.0 3.481952 5.914118 0.724126
2371 4.0 3.055575 6.532612 0.71799
2372 5.0 2.027776 6.34927 0.727542
2373 6.0 2.636463 6.664413 0.723683
2374 8.0 3.113577 6.077956 0.719163
2375 6.0 2.891854 6.323798 0.722547
2376 7.0 2.568319 6.487886 0.727026
2377 4.0 2.066097 6.060355 0.727694
2378 8.0 1.853341 5.879686 0.725986
2379 10.0 1.71152 6.20089 0.72546
2380 9.0 2.423261 6.037045 0.72571
2381 9.0 2.384008 5.845379 0.719823
2382 7.0 2.862985 5.892546 0.726957
2383 6.0 2.619299 5.652665 0.731044
2384 8.0 2.632924 5.617248 0.729658
2385 10.0 2.541695 5.549871 0.726211
2386 8.0 2.84172 5.66295 0.729104
2387 7.0 2.831214 5.896529 0.726763
2388 8.0 2.706979 5.588598 0.728966
2389 8.0 2.694921 5.665683 0.725581
2390 11.0 2.28229 5.643996 0.727588
2391 12.0 2.197954 6.104178 0.723072
2392 9.0 2.439888 5.994576 0.724637
2393 12.0 2.195737 6.130187 0.726552
2394 9.0 2.027064 5.903184 0.724653
2395 9.0 2.05962 5.770778 0.725331
2396 7.0 2.71312 5.797583 0.72676
2397 11.0 2.726227 5.888451 0.725969
2398 9.0 2.595517 5.799723 0.724204
2399 10.0 2.267906 5.403479 0.723894
2400 13.0 2.254531 5.578802 0.718485
2401 15.0 2.896554 5.825359 0.721734
2402 10.0 2.805664 6.128384 0.71874
2403 10.0 2.68967 5.786892 0.721066
2404 6.0 2.881291 6.128387 0.719116
2405 9.0 2.801399 6.270725 0.719068
2406 5.0 2.595078 6.231356 0.717855
2407 9.0 2.882263 5.991746 0.720404
2408 10.0 2.641945 6.236024 0.719337
2409 7.0 2.496535 5.968673 0.724253
2410 7.0 2.635583 5.929499 0.726094
2411 8.0 2.69651 6.645206 0.722147
2412 7.0 2.618212 6.624281 0.719657
2413 8.0 2.934859 6.334231 0.717042
2414 9.0 2.674644 6.189862 0.717795
2415 9.0 2.996347 6.124883 0.717492
2416 9.0 3.512668 5.581603 0.723709
2417 7.0 2.863549 5.859585 0.723572
2418 9.0 2.743601 5.605905 0.723828
2419 10.0 3.231111 5.73984 0.724882
2420 10.0 3.368446 5.574468 0.728784
2421 7.0 2.689869 5.653483 0.725658
2422 9.0 2.861861 5.73057 0.722315
2423 8.0 2.472825 5.927583 0.724904
2424 11.0 3.251661 6.045375 0.723573
2425 11.0 2.988207 5.852658 0.722653
2426 15.0 2.946641 5.527116 0.722584
2427 19.0 2.522948 5.834348 0.720312
2428 16.0 2.689311 5.965508 0.722673
2429 18.0 2.503077 5.924808 0.716015
2430 19.0 3.061692 5.382576 0.723622
2431 15.0 2.414129 5.258281 0.726189
2432 14.0 2.211731 5.43389 0.725367
2433 8.0 2.796872 4.991025 0.723942
2434 7.0 2.221886 5.067605 0.72001
2435 14.0 2.789998 5.289229 0.721952
2436 9.0 2.949233 5.588978 0.718942
2437 8.0 2.623053 5.658854 0.719566
2438 8.0 2.481592 5.747031 0.727368
2439 6.0 2.329611 5.282065 0.725506
2440 10.0 3.383202 5.70271 0.726478
2441 8.0 2.694061 5.4115 0.724315
2442 12.0 2.528264 5.81674 0.721415
2443 8.0 2.73332 5.581369 0.720827
2444 9.0 2.452153 5.489126 0.728153
2445 10.0 2.624508 5.477789 0.72361
2446 10.0 2.715166 5.708991 0.724125
2447 11.0 2.394689 5.493119 0.724145
2448 11.0 2.66011 5.931964 0.725185
2449 11.0 3.056032 6.024956 0.720663
2450 12.0 3.289793 6.260964 0.723347
2451 15.0 3.111511 5.728733 0.728679
2452 13.0 3.158744 5.378645 0.726771
2453 14.0 3.19809 5.506733 0.724168
2454 10.0 3.095748 5.397737 0.722133
2455 12.0 3.382669 5.590546 0.723297
2456 9.0 2.405681 5.459083 0.718115
2457 8.0 2.508928 5.747329 0.72088
2458 7.0 3.404485 5.704153 0.721907
2459 8.0 3.357762 5.454851 0.720339
2460 8.0 3.377052 5.819884 0.720902
2461 10.0 2.373812 5.863425 0.723931
2462 5.0 3.182217 5.813833 0.720839
2463 7.0 2.373704 5.75832 0.724468
2464 7.0 2.777063 6.02581 0.717957
2465 8.0 2.742289 6.144465 0.721631
2466 8.0 2.742923 6.072535 0.72126
2467 6.0 2.834613 5.977973 0.717682
2468 7.0 3.6887 6.184023 0.717925
2469 8.0 3.061509 5.838724 0.720636
2470 6.0 3.17927 5.697273 0.724497
2471 6.0 3.174317 5.533717 0.721887
2472 6.0 2.920266 5.769252 0.725351
2473 6.0 3.744027 6.12337 0.720032
2474 6.0 3.255044 6.170263 0.717644
2475 7.0 3.318805 6.348245 0.715169
2476 7.0 2.877233 6.411474 0.718587
2477 7.0 2.949922 6.366876 0.723275
2478 5.0 2.950463 6.66229 0.718784
2479 8.0 2.824167 6.989814 0.71579
2480 6.0 3.360048 6.941624 0.719814
2481 7.0 3.238901 6.916371 0.718613
2482 6.0 3.176376 6.466061 0.721174
2483 7.0 3.031696 6.350992 0.723234
2484 5.0 3.129006 6.393904 0.724387
2485 6.0 2.667656 6.070458 0.726884
2486 8.0 3.367659 6.14855 0.7264
2487 7.0 3.302775 6.264319 0.727791
2488 6.0 3.140465 6.774084 0.722501
2489 6.0 3.214784 6.894395 0.727495
2490 6.0 3.473258 6.805434 0.722481
2491 9.0 3.071554 6.649283 0.72203
2492 9.0 2.93779 6.638928 0.724404
2493 7.0 2.80948 7.001624 0.722769
2494 7.0 2.835045 6.774885 0.719665
2495 6.0 3.2788 6.616159 0.720599
2496 5.0 2.603899 6.837582 0.725453
2497 9.0 3.704355 6.705173 0.718234
2498 7.0 3.030197 6.847885 0.723991
2499 7.0 3.050937 6.571163 0.721331
2500 7.0 3.299387 6.887572 0.721618
2501 6.0 3.302584 6.564707 0.719614
2502 6.0 3.478703 6.752036 0.719551
2503 8.0 3.260478 6.887039 0.722975
2504 5.0 3.329621 6.849307 0.724607
2505 8.0 2.902178 7.142769 0.717648
2506 8.0 3.099348 6.689154 0.722714
2507 6.0 3.255108 6.833562 0.727171
2508 6.0 3.332083 6.917228 0.723571
2509 7.0 2.881225 7.066272 0.717512
2510 7.0 3.122058 6.795037 0.72185
2511 9.0 3.72418 6.793706 0.727094
2512 7.0 4.027791 6.383526 0.729036
2513 5.0 3.998371 6.554523 0.722519
2514 7.0 3.335276 6.61814 0.726719
2515 8.0 3.42492 6.907751 0.725245
2516 8.0 3.506195 7.15837 0.725247
2517 9.0 2.770328 7.067418 0.721942
2518 7.0 2.389348 7.401872 0.720526
2519 6.0 3.374654 7.167338 0.724828
2520 6.0 2.821483 6.997746 0.724344
2521 7.0 2.997217 6.920912 0.727429
2522 7.0 3.426636 6.848498 0.721463
2523 6.0 2.966084 6.795154 0.726969
2524 7.0 2.972655 7.295025 0.726525
2525 6.0 3.43714 6.841264 0.731924
2526 6.0 3.42098 6.925382 0.733874
2527 6.0 2.733512 7.014818 0.726381
2528 6.0 3.247388 7.069422 0.723504
2529 4.0 2.888481 7.017553 0.724267
2530 7.0 3.174788 7.43619 0.71858
2531 4.0 3.182003 7.574314 0.71736
2532 4.0 3.692875 7.51053 0.725263
2533 6.0 3.579895 7.549239 0.717595
2534 6.0 3.125721 8.030806 0.719681
2535 5.0 3.381614 7.990565 0.712447
2536 6.0 3.13069 8.042514 0.715282
2537 8.0 3.115527 7.94252 0.716167
2538 6.0 2.820889 7.852911 0.715465
2539 7.0 3.657463 7.744378 0.716542
2540 7.0 2.70805 7.755763 0.712351
2541 8.0 3.387312 7.460849 0.714918
2542 6.0 3.052126 7.947879 0.714694
2543 7.0 3.620941 7.919923 0.71132
2544 9.0 3.196217 7.869743 0.715746
2545 8.0 3.701826 7.534817 0.719023
2546 6.0 3.301985 7.598659 0.720002
2547 6.0 2.85929 7.795995 0.718557
2548 6.0 3.334736 7.776961 0.719162
2549 7.0 3.882288 8.034351 0.713088
2550 7.0 2.525862 7.891671 0.711674
2551 7.0 2.633033 7.698373 0.717336
2552 5.0 2.977717 7.649048 0.720849
2553 5.0 2.751839 7.835606 0.713011
2554 6.0 2.865854 8.16624 0.711769
2555 6.0 2.749141 8.135293 0.710464
2556 9.0 2.820442 8.400843 0.715565
2557 4.0 3.576323 8.622201 0.711045
2558 5.0 3.632947 8.56833 0.712247
2559 4.0 3.500905 8.292883 0.710938
2560 6.0 2.899548 8.145539 0.71408
2561 5.0 2.498791 7.979121 0.717809
2562 4.0 2.521187 8.358065 0.716124
2563 7.0 2.676961 8.434133 0.717141
2564 4.0 2.46386 7.904685 0.72254
2565 7.0 2.568536 8.014844 0.721888
2566 8.0 3.024852 7.779839 0.721269
2567 7.0 3.048178 7.972531 0.715096
2568 7.0 2.734054 7.967283 0.718222
2569 6.0 3.185594 7.849656 0.719599
2570 5.0 2.379548 7.501129 0.720719
2571 6.0 2.593083 7.913851 0.717986
2572 5.0 2.787963 7.995681 0.721002
2573 4.0 3.347629 7.637518 0.723172
2574 4.0 3.179605 7.69007 0.721319
2575 7.0 2.672578 7.791967 0.717234
2576 5.0 2.669187 7.873074 0.71347
2577 6.0 2.731989 7.686076 0.716641
2578 6.0 3.00935 7.838424 0.71315
2579 5.0 3.267703 7.871779 0.710825
2580 8.0 2.560102 7.983742 0.715893
2581 6.0 2.960748 7.865918 0.715707
2582 6.0 2.412838 7.880514 0.714633
2583 6.0 2.763643 7.773833 0.71531
2584 8.0 3.472751 7.874322 0.71506
2585 6.0 3.212044 7.828722 0.716538
2586 6.0 3.072188 7.967627 0.71622
2587 7.0 3.431445 8.122199 0.717165
2588 7.0 3.33047 7.547551 0.726323
2589 6.0 3.015271 7.842494 0.726709
2590 7.0 2.656711 7.652417 0.726961
2591 7.0 3.361578 7.513289 0.726392
2592 6.0 3.488694 7.617786 0.726518
2593 7.0 3.202947 7.641023 0.727314
2594 6.0 2.757609 7.822543 0.72103
2595 6.0 2.824211 7.753721 0.71904
2596 5.0 3.676709 7.892522 0.722872
2597 6.0 3.062159 7.836483 0.719969
2598 4.0 2.814341 7.704391 0.722639
2599 2.0 2.856791 7.271838 0.724868
2600 8.0 3.374531 7.437884 0.728091
2601 6.0 3.368215 7.550292 0.72806
2602 6.0 3.828337 7.707739 0.726925
2603 3.0 3.729325 7.939325 0.721779
2604 4.0 2.998568 7.831431 0.724141
2605 5.0 3.026269 7.851145 0.721582
2606 5.0 2.815436 7.951146 0.717472
2607 5.0 2.915212 7.943794 0.716624
2608 6.0 2.387956 8.174933 0.717218
2609 6.0 2.984113 8.004323 0.717762
2610 4.0 3.140994 7.986542 0.718277
2611 6.0 3.122298 7.735865 0.719965
2612 5.0 3.232374 7.632541 0.720534
2613 4.0 3.277888 7.481221 0.720724
2614 6.0 3.221405 7.609775 0.718424
2615 6.0 3.397704 7.772979 0.717902
2616 8.0 3.621811 7.621675 0.714466
2617 8.0 2.950638 7.669093 0.718316
2618 7.0 3.798588 7.447029 0.716881
2619 8.0 3.741769 7.670114 0.715194
2620 7.0 3.284953 7.428058 0.722371
2621 10.0 3.163718 7.05704 0.720464
2622 9.0 3.135766 6.917809 0.727473
2623 5.0 3.524718 6.904079 0.722902
2624 6.0 3.722618 7.204929 0.715119
2625 7.0 2.928544 6.997256 0.717108
2626 6.0 2.908043 7.070516 0.718281
2627 7.0 2.797836 6.727652 0.724794
2628 9.0 2.992953 6.89244 0.722498
2629 7.0 3.594793 6.970555 0.727752
2630 7.0 3.822816 7.363779 0.723638
2631 5.0 3.184957 6.964533 0.721279
2632 8.0 3.560151 6.42487 0.72233
2633 7.0 3.875168 6.591824 0.723539
2634 6.0 3.824613 6.844376 0.726649
2635 8.0 3.955129 6.452971 0.72554
2636 7.0 4.030231 6.38805 0.725726
2637 8.0 3.582911 6.336724 0.732483
2638 5.0 3.32066 6.660796 0.727773
2639 6.0 3.831542 6.901554 0.728195
2640 5.0 3.190759 7.074947 0.727929
2641 6.0 3.752785 6.964156 0.725469
2642 6.0 3.550874 6.876644 0.7265
2643 6.0 3.520327 6.811674 0.723544
2644 9.0 3.417344 7.032342 0.72588
2645 7.0 2.98685 6.769957 0.726644
2646 5.0 2.968541 6.687883 0.731213
2647 9.0 3.372785 6.748263 0.732745
2648 6.0 2.928565 7.015493 0.735259
2649 10.0 2.873328 6.713197 0.740818
2650 7.0 3.979824 7.14622 0.736296
2651 7.0 3.676542 6.794555 0.736843
2652 9.0 3.599676 7.092672 0.735044
2653 8.0 4.051913 6.785839 0.735562
2654 10.0 3.696194 6.91662 0.729137
2655 11.0 2.953457 6.980707 0.731073
2656 6.0 3.042421 6.563421 0.728033
2657 8.0 3.060861 6.414687 0.728059
2658 7.0 3.161445 6.550148 0.734239
2659 10.0 3.083209 6.537838 0.735819
2660 7.0 3.70424 6.577374 0.736234
2661 9.0 3.169477 6.397488 0.738853
2662 8.0 3.879317 6.815901 0.736466
